135.000,47.388,147.687,47.000,20.347,108.225,6.000,47.796,123.144,39.000,1.000
22.000,42.429,144.803,60.000,35.694,108.569,15.000,39.939,118.006,40.000,1.000
3.000,40.653,145.021,45.000,48.286,119.094,20.000,42.347,121.545,14.000,1.000
72.000,27.735,138.852,44.000,28.980,106.735,13.000,19.061,102.023,8.000,1.000
56.000,32.694,145.814,44.000,25.612,127.217,13.000,18.204,115.626,7.000,1.000
15.000,26.122,147.449,48.000,49.286,119.981,39.000,18.755,107.335,10.000,1.000
39.000,20.735,134.855,23.000,34.878,118.784,12.000,55.592,127.397,25.000,1.000
0.000,17.796,129.584,20.000,9.490,98.785,6.000,18.531,107.485,7.000,1.000
81.000,72.837,140.201,43.000,43.224,114.139,17.000,25.163,126.579,22.000,1.000
145.000,52.551,142.072,70.000,54.408,123.568,50.000,34.306,117.971,20.000,1.000
135.000,29.653,128.192,34.000,25.143,106.522,8.000,35.020,115.905,15.000,1.000
87.000,41.184,139.491,43.000,34.796,114.611,16.000,34.796,117.064,18.000,1.000
75.000,37.082,139.109,45.000,38.878,119.356,31.000,25.306,110.914,9.000,1.000
81.000,73.898,142.947,53.000,60.633,119.053,20.000,51.694,116.277,17.000,1.000
70.000,78.388,150.627,76.000,45.510,110.074,18.000,77.184,121.874,56.000,1.000
170.000,45.306,146.040,47.000,51.388,120.106,48.000,24.265,105.234,7.000,1.000
40.000,24.347,121.378,24.000,22.959,105.561,20.000,13.531,103.597,6.000,1.000
193.000,57.000,137.953,60.000,51.265,117.484,19.000,30.306,109.293,12.000,1.000
138.000,44.143,148.817,48.000,56.898,123.839,35.000,30.551,111.062,8.000,1.000
17.000,17.796,118.948,11.000,8.163,95.390,2.000,18.265,111.299,12.000,1.000
90.000,51.776,145.984,56.000,35.020,117.776,29.000,29.347,116.195,10.000,1.000
0.000,18.082,136.097,34.000,22.429,111.075,19.000,22.551,115.461,18.000,1.000
84.000,39.510,148.776,61.000,30.918,114.297,10.000,35.122,113.101,13.000,1.000
62.000,53.980,145.923,60.000,52.143,126.130,24.000,39.959,111.284,16.000,1.000
0.000,77.265,150.984,80.000,52.796,127.644,53.000,56.490,122.706,22.000,1.000
43.000,14.735,116.912,4.000,13.714,99.095,4.000,31.143,111.177,14.000,1.000
4.000,10.531,116.746,8.000,12.755,99.163,4.000,14.367,113.039,6.000,1.000
3.000,51.837,145.585,63.000,37.163,110.203,17.000,34.694,113.200,21.000,1.000
53.000,35.265,131.382,28.000,34.469,113.222,14.000,27.735,111.761,18.000,1.000
12.000,15.939,137.193,37.000,13.122,100.034,2.000,16.245,104.327,8.000,1.000
180.000,97.531,144.912,71.000,81.776,120.378,29.000,83.388,121.968,29.000,1.000
42.000,15.469,145.232,35.000,41.041,130.935,53.000,22.776,105.038,6.000,1.000
89.000,71.694,148.655,79.000,70.469,127.639,82.000,63.000,123.940,40.000,1.000
107.000,38.939,147.328,45.000,62.592,125.501,25.000,26.776,109.496,10.000,1.000
33.000,20.694,137.724,27.000,12.714,97.679,4.000,17.367,109.792,15.000,1.000
63.000,50.633,136.871,37.000,21.490,102.849,6.000,43.408,121.665,24.000,1.000
206.000,46.408,147.604,44.000,71.286,123.265,25.000,50.776,120.385,13.000,1.000
65.000,73.980,144.876,65.000,76.020,122.718,84.000,44.020,112.785,14.000,1.000
242.000,60.061,142.832,56.000,67.286,117.358,22.000,53.714,121.721,16.000,1.000
56.000,69.204,133.987,59.000,43.061,120.120,27.000,55.449,119.131,16.000,1.000
136.000,31.898,150.241,49.000,15.714,103.729,4.000,34.959,116.038,24.000,1.000
93.000,26.939,128.819,28.000,15.571,98.728,2.000,26.388,111.314,21.000,1.000
170.000,55.469,139.916,44.000,84.082,120.911,64.000,47.000,115.489,15.000,1.000
179.000,71.796,144.463,84.000,66.673,118.537,29.000,60.735,119.799,30.000,1.000
95.000,51.122,149.961,71.000,54.776,130.510,28.000,41.347,119.791,22.000,1.000
0.000,12.878,119.663,15.000,4.653,84.372,0.000,8.612,97.110,1.000,1.000
26.000,9.388,132.858,29.000,8.286,104.109,2.000,14.347,108.462,14.000,1.000
0.000,31.408,124.886,38.000,22.367,121.130,39.000,16.061,104.148,4.000,1.000
170.000,66.571,144.700,62.000,40.857,112.628,17.000,33.408,113.184,11.000,1.000
55.000,40.347,137.679,43.000,17.143,98.580,7.000,55.020,119.104,35.000,1.000
6.000,4.694,111.529,4.000,4.306,83.028,0.000,6.857,99.994,2.000,1.000
91.000,38.143,139.542,53.000,19.837,109.390,9.000,46.408,124.508,54.000,1.000
16.000,18.122,136.366,32.000,18.408,97.495,6.000,21.408,99.712,8.000,1.000
45.000,38.673,142.888,63.000,20.694,105.514,6.000,27.122,127.221,30.000,1.000
49.000,49.510,146.073,57.000,25.224,113.368,5.000,30.408,115.193,28.000,1.000
43.000,20.041,134.763,48.000,21.939,116.092,12.000,38.837,122.185,26.000,1.000
6.000,27.837,140.271,49.000,14.816,97.885,6.000,11.837,116.184,30.000,1.000
35.000,34.714,139.571,45.000,17.673,117.743,24.000,21.980,104.880,9.000,1.000
188.000,63.122,153.876,77.000,56.204,122.611,17.000,89.143,125.292,63.000,1.000
5.000,22.347,125.968,20.000,43.347,118.367,37.000,25.163,114.071,11.000,1.000
54.000,35.939,147.353,69.000,23.388,116.962,25.000,48.592,120.520,35.000,1.000
0.000,37.367,144.428,52.000,14.531,115.166,7.000,19.000,109.050,7.000,1.000
0.000,22.020,134.562,35.000,19.429,114.711,12.000,18.653,109.312,6.000,1.000
