10.000,6.612,105.867,3.000,4.959,87.614,0.000,13.959,103.914,10.000,1.000
24.000,15.857,138.654,32.000,14.531,105.619,6.000,7.000,93.962,1.000,1.000
59.000,21.959,134.768,35.000,13.878,95.201,5.000,23.653,106.265,14.000,1.000
149.000,55.449,149.092,77.000,52.224,118.985,23.000,26.388,109.544,8.000,1.000
24.000,44.224,148.813,51.000,23.776,110.352,13.000,28.061,118.247,13.000,1.000
0.000,13.163,124.327,15.000,11.041,95.164,3.000,13.571,96.229,4.000,1.000
35.000,26.592,142.281,32.000,36.939,119.967,29.000,17.286,114.288,6.000,1.000
0.000,23.143,134.376,32.000,16.184,105.742,5.000,14.796,104.524,6.000,1.000
60.000,23.429,127.832,28.000,51.469,123.591,25.000,27.245,113.775,10.000,1.000
63.000,50.469,139.754,48.000,36.449,127.852,42.000,20.673,109.970,7.000,1.000
43.000,20.102,133.063,31.000,32.000,119.086,27.000,12.959,95.172,1.000,1.000
64.000,31.367,136.571,39.000,63.204,119.029,53.000,22.878,110.247,10.000,1.000
101.000,57.653,145.977,36.000,35.388,121.301,31.000,42.388,116.426,16.000,1.000
15.000,47.959,141.752,59.000,36.163,117.570,13.000,45.204,117.646,17.000,1.000
5.000,27.388,137.327,41.000,24.265,109.366,9.000,22.224,112.039,9.000,1.000
16.000,18.245,125.403,28.000,13.347,108.427,13.000,14.510,107.686,14.000,1.000
71.000,80.490,151.343,95.000,50.857,123.055,23.000,36.102,127.044,44.000,1.000
21.000,20.898,128.413,25.000,15.041,102.221,3.000,23.735,108.931,9.000,1.000
160.000,72.143,141.170,64.000,96.469,124.829,64.000,58.980,116.455,21.000,1.000
28.000,17.041,141.549,38.000,38.796,120.398,34.000,27.918,114.854,11.000,1.000
33.000,59.020,147.144,57.000,38.918,118.513,25.000,33.816,114.446,20.000,1.000
23.000,53.918,147.681,62.000,42.939,114.803,13.000,45.714,115.005,26.000,1.000
3.000,7.449,109.133,4.000,3.531,85.691,0.000,6.837,91.859,6.000,1.000
229.000,72.408,143.065,53.000,69.163,123.304,30.000,73.490,120.603,27.000,1.000
216.000,153.694,152.544,102.000,135.673,127.405,54.000,114.510,130.037,31.000,1.000
105.000,60.286,149.779,97.000,81.776,131.863,45.000,80.735,130.734,28.000,1.000
48.000,23.061,129.025,35.000,34.082,120.758,12.000,25.143,114.832,12.000,1.000
0.000,14.918,123.538,12.000,7.714,94.584,2.000,14.388,113.316,8.000,1.000
169.000,35.000,132.452,48.000,32.469,107.596,13.000,74.408,120.770,72.000,1.000
22.000,17.347,114.852,12.000,28.694,111.352,8.000,27.122,113.435,11.000,1.000
80.000,26.347,143.378,45.000,27.449,122.102,41.000,12.224,100.116,3.000,1.000
31.000,67.531,142.477,86.000,35.388,116.426,11.000,37.449,117.268,31.000,1.000
87.000,39.184,131.228,39.000,31.510,117.750,29.000,18.612,104.597,4.000,1.000
37.000,32.061,142.129,61.000,14.143,104.727,6.000,31.857,114.922,18.000,1.000
12.000,48.776,147.367,62.000,16.449,106.422,11.000,30.020,112.226,15.000,1.000
212.000,49.469,151.562,64.000,48.898,116.937,23.000,28.347,107.683,10.000,1.000
62.000,63.347,145.067,69.000,50.694,121.115,21.000,33.122,112.977,12.000,1.000
0.000,2.306,94.052,0.000,2.490,82.694,0.000,2.082,74.242,0.000,0.000
3.000,3.061,95.266,0.000,4.510,86.415,0.000,1.367,85.632,0.000,0.000
3.000,2.959,91.805,0.000,3.633,82.917,0.000,1.347,70.469,0.000,0.000
0.000,5.122,93.167,0.000,4.694,83.633,0.000,4.000,79.617,0.000,0.000
0.000,3.551,90.120,0.000,1.531,70.410,0.000,3.245,77.002,0.000,0.000
3.000,1.633,88.551,0.000,2.102,76.956,0.000,2.694,84.068,0.000,0.000
3.000,2.776,89.061,0.000,3.939,83.917,0.000,3.673,78.585,0.000,0.000
3.000,3.735,92.946,0.000,2.041,88.010,0.000,4.571,81.912,0.000,0.000
0.000,4.939,102.784,0.000,3.755,85.713,0.000,3.898,85.369,0.000,0.000
2.000,4.490,96.073,0.000,2.102,73.921,0.000,2.694,85.085,0.000,0.000
11.000,2.694,110.142,2.000,2.673,83.499,0.000,2.531,82.507,0.000,0.000
0.000,3.612,98.162,1.000,2.469,76.734,0.000,2.204,101.115,2.000,0.000
12.000,10.327,107.013,0.000,11.551,95.144,1.000,10.020,99.609,2.000,0.000
2.000,4.102,141.498,26.000,3.061,80.498,0.000,2.878,89.522,3.000,0.000
0.000,1.204,88.619,0.000,2.286,80.501,0.000,2.163,77.103,0.000,0.000
17.000,7.837,112.133,4.000,7.367,92.866,0.000,7.020,83.651,0.000,0.000
0.000,3.653,93.544,0.000,2.551,82.998,0.000,4.082,82.669,0.000,0.000
0.000,1.898,96.211,0.000,2.184,75.562,0.000,2.102,76.129,0.000,0.000
0.000,3.918,101.146,0.000,1.143,62.819,0.000,1.653,69.181,0.000,0.000
7.000,2.510,84.956,0.000,3.490,79.454,0.000,3.776,80.116,0.000,0.000
0.000,1.592,131.921,14.000,4.286,79.493,0.000,3.122,81.870,0.000,0.000
0.000,2.531,90.809,0.000,4.959,86.158,0.000,2.469,77.181,0.000,0.000
0.000,1.408,81.923,0.000,1.592,67.899,0.000,0.878,70.191,0.000,0.000
6.000,3.184,86.779,0.000,2.898,81.896,0.000,1.816,74.587,0.000,0.000
0.000,3.347,90.421,0.000,6.449,92.739,0.000,3.857,81.518,0.000,0.000
11.000,4.163,93.462,0.000,2.837,82.025,0.000,4.694,86.678,0.000,0.000
4.000,3.449,91.896,0.000,2.265,79.719,0.000,1.939,82.067,0.000,0.000
0.000,3.796,95.055,0.000,4.469,82.726,0.000,3.306,79.172,0.000,0.000
9.000,2.898,90.248,0.000,2.000,77.958,0.000,1.469,78.746,0.000,0.000
0.000,3.714,99.935,0.000,3.918,79.890,0.000,2.898,80.822,0.000,0.000
27.000,3.633,98.837,0.000,5.163,87.520,0.000,4.551,87.632,0.000,0.000
0.000,5.265,94.063,0.000,4.918,79.595,0.000,6.327,83.107,0.000,0.000
0.000,2.082,90.708,0.000,1.224,80.747,0.000,1.204,61.854,0.000,0.000
20.000,3.592,92.247,0.000,1.714,80.574,0.000,2.918,83.693,0.000,0.000
0.000,3.306,97.124,0.000,2.571,71.173,0.000,5.041,77.386,0.000,0.000
0.000,2.959,89.679,0.000,3.490,87.092,0.000,3.531,75.998,0.000,0.000
0.000,3.980,94.904,1.000,2.612,82.682,0.000,2.755,81.846,0.000,0.000
2.000,2.653,91.439,0.000,2.571,78.301,0.000,2.122,70.812,0.000,0.000
0.000,1.347,108.943,1.000,2.449,88.173,0.000,2.796,82.436,0.000,0.000
3.000,1.531,80.730,0.000,1.327,71.037,0.000,1.388,66.963,0.000,0.000
3.000,2.918,92.629,0.000,2.959,76.911,0.000,1.816,81.199,0.000,0.000
0.000,2.429,90.669,0.000,1.816,83.964,1.000,2.653,81.166,0.000,0.000
17.000,3.735,130.109,15.000,2.347,83.611,0.000,3.204,84.344,0.000,0.000
0.000,0.918,94.257,0.000,3.000,82.018,0.000,2.939,80.640,0.000,0.000
18.000,3.102,138.958,37.000,5.224,111.527,4.000,4.000,114.978,13.000,0.000
3.000,2.735,90.460,0.000,4.429,80.334,0.000,3.694,81.158,0.000,0.000
0.000,4.041,133.308,12.000,1.918,76.353,0.000,2.367,88.872,4.000,0.000
1.000,1.878,96.271,1.000,7.327,95.419,1.000,6.776,87.505,0.000,0.000
0.000,1.755,87.453,0.000,0.449,68.184,0.000,2.449,81.025,0.000,0.000
0.000,2.327,83.270,0.000,1.265,68.750,0.000,2.735,79.011,0.000,0.000
0.000,2.714,95.037,0.000,3.469,83.747,0.000,1.286,77.561,0.000,0.000
19.000,3.347,95.728,1.000,2.531,79.831,0.000,3.918,86.616,0.000,0.000
12.000,1.347,88.343,0.000,2.837,76.347,0.000,2.245,72.727,0.000,0.000
8.000,10.959,110.391,7.000,8.082,96.329,1.000,7.898,88.577,0.000,0.000
2.000,0.163,72.137,0.000,0.327,58.165,0.000,0.327,55.788,0.000,0.000
8.000,3.224,88.188,0.000,2.245,79.269,0.000,2.959,81.091,0.000,0.000
0.000,3.327,93.511,1.000,3.571,81.032,0.000,3.755,83.824,0.000,0.000
0.000,3.673,89.305,0.000,2.612,75.867,0.000,2.694,79.561,0.000,0.000
0.000,2.224,93.370,0.000,2.980,85.003,0.000,2.388,82.158,0.000,0.000
0.000,5.245,90.431,0.000,2.816,77.646,0.000,4.592,81.231,0.000,0.000
0.000,3.776,99.072,0.000,2.000,74.764,0.000,0.735,69.623,0.000,0.000
2.000,5.367,90.519,0.000,6.571,85.875,0.000,4.735,79.253,0.000,0.000
0.000,3.224,87.554,0.000,3.959,80.656,0.000,4.102,83.677,0.000,0.000
0.000,3.959,96.179,1.000,3.102,81.063,0.000,3.694,91.375,1.000,0.000
0.000,3.224,91.363,1.000,2.306,82.482,0.000,2.694,76.774,0.000,0.000
0.000,1.653,90.079,0.000,2.857,80.884,0.000,3.082,85.442,0.000,0.000
1.000,5.388,102.776,1.000,4.857,87.567,1.000,2.857,79.181,0.000,0.000
0.000,2.020,88.724,0.000,1.449,73.062,0.000,0.633,76.681,0.000,0.000
0.000,3.857,116.311,6.000,3.796,113.700,6.000,3.102,91.888,0.000,0.000
0.000,2.592,123.006,7.000,1.490,75.301,0.000,1.510,116.662,6.000,0.000
1.000,2.143,92.072,0.000,3.490,75.874,0.000,4.245,84.168,0.000,0.000
7.000,2.082,93.811,0.000,2.020,79.744,0.000,1.388,74.679,0.000,0.000
0.000,2.510,141.282,30.000,4.388,81.713,0.000,2.653,114.720,8.000,0.000
11.000,2.408,138.865,19.000,4.735,80.086,0.000,4.531,107.568,10.000,0.000
0.000,2.367,93.784,0.000,1.551,74.982,0.000,2.776,76.148,0.000,0.000
0.000,1.633,80.933,0.000,1.735,77.263,0.000,3.184,85.457,0.000,0.000
0.000,3.204,92.231,0.000,2.776,77.774,0.000,2.612,80.979,0.000,0.000
8.000,4.020,91.067,0.000,2.612,73.407,0.000,4.286,78.209,0.000,0.000
4.000,3.918,91.557,0.000,1.796,75.825,0.000,3.286,81.427,0.000,0.000
3.000,2.490,95.625,0.000,5.918,90.771,0.000,2.837,90.103,1.000,0.000
12.000,1.224,86.986,0.000,2.122,76.622,0.000,1.878,68.477,0.000,0.000
2.000,2.939,93.169,0.000,3.551,80.302,0.000,2.898,77.878,0.000,0.000
0.000,2.714,93.372,0.000,3.449,81.921,0.000,3.122,83.398,0.000,0.000
33.000,2.816,96.951,0.000,3.796,95.454,1.000,4.816,87.850,1.000,0.000
4.000,2.041,87.807,0.000,3.245,74.202,0.000,3.776,81.165,0.000,0.000
0.000,1.469,83.264,0.000,3.980,82.723,0.000,1.531,73.824,0.000,0.000
4.000,3.184,93.570,0.000,2.633,75.703,0.000,5.265,89.821,1.000,0.000
0.000,1.388,91.523,0.000,2.531,81.307,0.000,2.878,80.831,0.000,0.000
0.000,5.041,92.674,0.000,3.490,84.467,0.000,3.551,83.878,0.000,0.000
6.000,4.449,92.854,0.000,4.735,80.353,0.000,4.939,85.655,0.000,0.000
0.000,3.245,86.540,0.000,1.531,85.648,0.000,1.653,75.102,0.000,0.000
0.000,0.449,79.292,0.000,0.837,62.540,0.000,0.327,58.639,0.000,0.000
0.000,3.939,86.304,0.000,2.510,81.568,0.000,2.041,74.334,0.000,0.000
7.000,3.755,95.189,1.000,3.449,83.457,0.000,3.612,81.558,0.000,0.000
19.000,2.102,94.533,0.000,1.204,76.543,0.000,1.469,73.553,0.000,0.000
0.000,2.327,88.071,0.000,3.245,81.822,0.000,2.469,80.805,0.000,0.000
14.000,3.163,89.135,0.000,3.347,77.265,0.000,3.265,78.676,0.000,0.000
0.000,4.163,95.116,0.000,4.490,88.375,0.000,6.020,92.917,0.000,0.000
0.000,3.612,98.924,1.000,3.857,86.326,0.000,4.204,84.697,0.000,0.000
0.000,1.163,87.723,0.000,1.082,73.968,0.000,1.837,72.247,0.000,0.000
